,tickers,Time of Creation,prediction,count
763,CLOV,2021-06-17,1,2
796,CLOV,2021-06-20,1,1
797,CLOV,2021-06-21,1,1
739,CLOV,2021-06-22,1,7
742,CLOV,2021-06-23,1,5
798,CLOV,2021-06-24,1,1
799,CLOV,2021-06-26,1,1
800,CLOV,2021-06-27,1,1
748,CLOV,2021-06-28,1,3
746,CLOV,2021-06-29,1,4
801,CLOV,2021-07-07,1,1
802,CLOV,2021-07-09,1,1
751,CLOV,2021-07-12,1,3
803,CLOV,2021-07-14,1,1
752,CLOV,2021-07-21,1,3
804,CLOV,2021-07-22,1,1
789,CLOV,2021-07-24,1,1
787,CLOV,2021-07-26,1,1
770,CLOV,2021-07-28,1,1
755,CLOV,2021-08-07,1,2
786,CLOV,2021-08-08,1,1
771,CLOV,2021-08-09,1,1
753,CLOV,2021-08-10,1,3
772,CLOV,2021-08-13,1,1
773,CLOV,2021-08-14,1,1
754,CLOV,2021-08-15,1,2
760,CLOV,2021-08-16,1,2
774,CLOV,2021-08-18,1,1
775,CLOV,2021-08-19,1,1
776,CLOV,2021-08-20,1,1
747,CLOV,2021-08-24,1,4
777,CLOV,2021-08-28,1,1
761,CLOV,2021-09-02,1,2
744,CLOV,2021-09-03,1,4
756,CLOV,2021-09-04,1,2
737,CLOV,2021-09-05,1,10
759,CLOV,2021-09-06,1,2
736,CLOV,2021-09-07,1,13
778,CLOV,2021-09-09,1,1
758,CLOV,2021-09-10,1,2
779,CLOV,2021-09-12,1,1
780,CLOV,2021-09-14,1,1
781,CLOV,2021-09-20,1,1
782,CLOV,2021-09-28,1,1
783,CLOV,2021-10-01,1,1
784,CLOV,2021-10-07,1,1
757,CLOV,2021-10-10,1,2
743,CLOV,2021-10-11,1,4
785,CLOV,2021-10-12,1,1
805,CLOV,2021-10-14,1,1
788,CLOV,2021-11-03,1,1
806,CLOV,2021-11-06,1,1
807,CLOV,2021-11-10,1,1
808,CLOV,2021-11-11,1,1
812,CLVR,2020-12-03,1,3
813,CLX,2020-07-31,1,1
814,CMC,2021-01-30,1,1
815,CMG,2022-08-06,1,1
816,CMP,2021-11-24,1,1
818,COIN,2021-04-14,1,1
819,COIN,2021-04-16,1,1
820,COIN,2021-05-02,1,1
821,COIN,2021-05-23,1,1
817,COIN,2021-11-04,1,2
822,COIN,2022-08-04,1,1
823,COIN,2022-08-13,1,1
824,COST,2019-01-30,1,1
825,COST,2019-09-26,1,1
826,COST,2020-02-29,1,1
827,COST,2020-09-02,1,1
828,COTY,2021-02-14,1,1
829,COUP,2021-12-04,1,1
830,CP,2021-04-04,1,1
831,CPA,2021-01-29,1,1
832,CPB,2020-06-03,1,1
833,CR,2021-06-28,1,1
834,CRM,2020-05-23,1,2
835,CROX,2021-08-08,1,1
836,CRSP,2020-12-24,1,1
837,CRSP,2021-04-25,1,1
849,CRSR,2020-10-15,1,1
850,CRSR,2020-11-10,1,1
851,CRSR,2020-11-30,1,1
852,CRSR,2020-12-03,1,1
853,CRSR,2020-12-10,1,1
854,CRSR,2020-12-29,1,1
855,CRSR,2021-01-04,1,1
842,CRSR,2021-01-21,1,2
856,CRSR,2021-01-22,1,1
857,CRSR,2021-01-23,1,1
858,CRSR,2021-01-24,1,1
844,CRSR,2021-01-25,1,2
859,CRSR,2021-01-27,1,1
860,CRSR,2021-01-29,1,1
861,CRSR,2021-01-30,1,1
843,CRSR,2021-02-02,1,2
838,CRSR,2021-02-03,1,4
862,CRSR,2021-02-08,1,1
841,CRSR,2021-02-09,1,3
879,CRSR,2021-02-10,1,1
839,CRSR,2021-02-11,1,4
880,CRSR,2021-02-12,1,1
881,CRSR,2021-02-17,1,1
882,CRSR,2021-02-18,1,1
883,CRSR,2021-04-01,1,1
884,CRSR,2021-04-04,1,1
885,CRSR,2021-04-20,1,1
886,CRSR,2021-05-04,1,1
887,CRSR,2021-05-05,1,1
888,CRSR,2021-06-03,1,1
889,CRSR,2021-06-04,1,1
848,CRSR,2021-06-11,1,2
890,CRSR,2021-06-13,1,1
840,CRSR,2021-06-14,1,3
891,CRSR,2021-06-15,1,1
892,CRSR,2021-06-19,1,1
893,CRSR,2021-06-21,1,1
847,CRSR,2021-06-22,1,2
878,CRSR,2021-06-23,1,1
877,CRSR,2021-06-25,1,1
863,CRSR,2021-06-28,1,1
876,CRSR,2021-07-16,1,1
864,CRSR,2021-07-19,1,1
865,CRSR,2021-07-20,1,1
866,CRSR,2021-07-25,1,1
867,CRSR,2021-07-28,1,1
868,CRSR,2021-08-03,1,1
869,CRSR,2021-08-04,1,1
870,CRSR,2021-08-25,1,1
845,CRSR,2021-08-30,1,2
871,CRSR,2021-08-31,1,1
846,CRSR,2021-09-02,1,2
872,CRSR,2021-09-07,1,1
873,CRSR,2021-10-07,1,1
874,CRSR,2021-10-08,1,1
875,CRSR,2021-10-15,1,1
894,CRWD,2020-12-19,1,1
895,CS,2022-10-02,1,1
896,CS,2022-10-04,1,1
897,CSX,2021-04-18,1,1
898,CVNA,2019-06-04,1,1
899,CVNA,2021-08-29,1,1
900,CVS,2019-08-21,1,1
901,CVS,2020-05-06,1,1
902,CVS,2021-05-07,1,1
903,CVS,2022-01-17,1,1
904,CVS,2022-07-16,1,1
905,CVT,2022-10-04,1,1
906,CX,2021-05-14,1,1
907,CZR,2019-01-06,1,1
908,DAL,2020-02-01,1,1
909,DARE,2020-03-08,1,1
910,DB,2021-07-07,1,1
911,DCF,2021-07-23,1,1
912,DCF,2022-07-01,1,1
913,DCP,2020-04-08,1,1
914,DDD,2021-01-28,1,1
915,DE,2021-01-05,1,1
916,DEA,2020-05-16,1,1
917,DELL,2019-04-05,1,1
918,DEO,2020-09-24,1,1
919,DG,2021-02-02,1,2
920,DGLY,2020-06-09,1,1
926,DIS,2019-04-18,1,1
927,DIS,2019-04-22,1,1
928,DIS,2019-04-27,1,1
921,DIS,2019-04-28,1,2
929,DIS,2019-04-30,1,1
930,DIS,2019-05-01,1,1
931,DIS,2019-05-04,1,1
932,DIS,2019-05-19,1,1
933,DIS,2019-12-18,1,1
934,DIS,2019-12-29,1,1
935,DIS,2020-03-11,1,1
936,DIS,2020-03-26,1,1
937,DIS,2020-03-28,1,1
938,DIS,2021-02-09,1,1
939,DIS,2021-02-10,1,1
925,DIS,2021-05-14,1,1
924,DIS,2021-12-17,1,1
923,DIS,2022-02-06,1,1
922,DIS,2022-06-13,1,1
940,DK,2020-04-24,1,1
944,DKNG,2020-05-26,1,1
945,DKNG,2020-06-03,1,1
946,DKNG,2021-01-10,1,1
947,DKNG,2021-01-30,1,1
941,DKNG,2021-06-15,1,3
942,DKNG,2021-06-16,1,2
948,DKNG,2021-06-22,1,1
943,DKNG,2021-12-07,1,2
949,DKNG,2022-01-28,1,1
950,DKS,2019-11-22,1,1
951,DMA,2020-03-02,1,1
952,DNMR,2021-06-07,1,2
953,DOCU,2021-12-02,1,1
954,DOCU,2021-12-03,1,1
955,DOLE,2021-09-29,1,2
956,DOLE,2021-09-30,1,1
957,DOOR,2020-11-27,1,1
960,DTC,2021-01-29,1,1
961,DTC,2021-02-02,1,1
959,DTC,2021-06-06,1,1
958,DTC,2022-01-13,1,1
962,DTE,2020-11-27,1,1
968,DTE,2021-07-23,1,1
963,DTE,2021-09-09,1,1
964,DTE,2022-01-31,1,1
965,DTE,2022-02-15,1,1
966,DTE,2022-09-01,1,1
967,DTE,2022-09-10,1,1
969,DWAC,2021-10-22,1,2
970,DWAC,2021-10-27,1,1
971,DWAC,2021-12-09,1,1
972,DXCM,2020-02-15,1,1
973,EA,2019-01-06,1,1
974,EA,2019-02-10,1,1
975,EA,2019-05-06,1,1
976,EA,2020-07-30,1,1
977,EA,2020-11-30,1,1
978,EAF,2021-07-08,1,1
979,EB,2020-12-17,1,1
980,EB,2021-01-30,1,1
981,EBAY,2020-07-07,1,1
982,ECVT,2021-08-10,1,1
983,ED,2021-04-02,1,1
984,ED,2021-12-24,1,1
986,EDIT,2020-02-20,1,1
987,EDIT,2020-06-10,1,1
988,EDIT,2021-01-16,1,1
989,EDIT,2021-01-31,1,1
985,EDIT,2021-02-02,1,6
990,EDIT,2021-02-03,1,1
991,EDIT,2021-02-10,1,1
992,EDIT,2021-02-11,1,1
993,EDIT,2021-02-25,1,1
994,EDIT,2021-06-10,1,1
995,EDIT,2021-06-28,1,1
996,EDIT,2021-10-05,1,1
997,EDR,2021-08-18,1,2
998,ELS,2020-05-22,1,1
999,ELSE,2021-02-04,1,1
1000,EMBK,2021-11-21,1,1
1001,ENPH,2021-10-27,1,1
1002,ERIC,2021-01-12,1,1
1003,ET,2021-01-29,1,1
1005,ET,2021-06-29,1,1
1004,ET,2022-08-17,1,1
1006,ETSY,2021-01-26,1,1
1007,ETSY,2021-03-09,1,1
1008,ETSY,2021-04-30,1,1
1009,EURN,2020-05-07,1,1
1010,EVGO,2021-08-08,1,1
1011,EXPI,2020-07-08,1,1
1012,FANG,2020-08-20,1,1
1013,FAT,2020-09-01,1,1
1014,FC,2020-04-14,1,1
1015,FCX,2020-12-21,1,2
1016,FDS,2019-09-20,1,1
1017,FDX,2020-08-25,1,1
1018,FDX,2020-10-20,1,1
1019,FDX,2022-09-16,1,1
1020,FE,2020-07-21,1,1
1021,FE,2021-06-24,1,1
1022,FIS,2021-08-16,1,1
1023,FREE,2020-09-04,1,1
1024,FREE,2021-01-14,1,1
1025,FREE,2021-01-31,1,1
1026,FREE,2021-03-09,1,1
1027,FREE,2021-06-14,1,1
1028,FSD,2022-07-01,1,1
1029,FSLY,2019-07-01,1,1
1030,FSLY,2020-07-01,1,1
1031,FSLY,2020-10-11,1,1
1032,FTI,2021-06-15,1,1
1033,FUBO,2021-01-13,1,5
1036,FUBO,2021-01-25,1,1
1037,FUBO,2021-01-28,1,1
1038,FUBO,2021-02-01,1,1
1034,FUBO,2021-03-30,1,2
1035,FUBO,2021-04-08,1,2
1039,FUBO,2021-05-11,1,1
1040,FUBO,2021-08-15,1,1
1041,FURY,2020-12-09,1,1
1042,GAB,2021-03-15,1,1
1048,GAIN,2021-01-31,1,1
1047,GAIN,2021-02-17,1,1
1043,GAIN,2021-09-30,1,1
1046,GAIN,2022-06-23,1,1
1044,GAIN,2022-08-22,1,1
1045,GAIN,2022-09-13,1,1
1049,GAME,2021-01-18,1,1
1050,GE,2019-08-20,1,1
1051,GE,2019-08-22,1,1
1052,GE,2020-05-27,1,1
1053,GENI,2021-09-08,1,1
1054,GF,2021-01-22,1,1
1055,GF,2022-08-16,1,1
1056,GILD,2020-02-27,1,8
1057,GILD,2020-02-28,1,2
1058,GILD,2020-04-16,1,1
1059,GILD,2020-05-10,1,1
1060,GL,2020-02-10,1,1
1061,GLDD,2020-08-04,1,1
1062,GLTA,2021-01-29,1,1
1063,GM,2020-03-30,1,1
1064,GM,2020-09-15,1,1
1065,GM,2020-09-16,1,1
1066,GM,2021-04-06,1,1
1067,GM,2021-06-08,1,1
1068,GM,2021-11-11,1,1
1069,GM,2022-02-06,1,1
1339,GME,2019-09-11,1,1
1340,GME,2019-12-11,1,1
1341,GME,2020-08-31,1,1
1342,GME,2020-09-29,1,1
1338,GME,2020-10-08,1,1
1343,GME,2020-10-14,1,1
1178,GME,2020-10-24,1,2
1345,GME,2020-10-27,1,1
1346,GME,2020-11-23,1,1
1347,GME,2020-11-25,1,1
1179,GME,2020-11-26,1,2
1126,GME,2020-11-27,1,5
1184,GME,2020-11-28,1,2
1193,GME,2020-11-29,1,2
1127,GME,2020-11-30,1,5
1348,GME,2020-12-01,1,1
1349,GME,2020-12-04,1,1
1194,GME,2020-12-07,1,2
1165,GME,2020-12-08,1,3
1164,GME,2020-12-09,1,3
1350,GME,2020-12-10,1,1
1162,GME,2020-12-11,1,3
1344,GME,2020-12-12,1,1
1337,GME,2020-12-13,1,1
1171,GME,2020-12-17,1,3
1336,GME,2020-12-18,1,1
1187,GME,2020-12-20,1,2
1188,GME,2020-12-21,1,2
1102,GME,2020-12-22,1,11
1113,GME,2020-12-23,1,8
1112,GME,2020-12-25,1,8
1108,GME,2020-12-27,1,9
1129,GME,2020-12-28,1,5
1107,GME,2020-12-29,1,9
1111,GME,2020-12-30,1,8
1099,GME,2020-12-31,1,14
1120,GME,2021-01-01,1,6
1148,GME,2021-01-02,1,4
1186,GME,2021-01-03,1,2
1163,GME,2021-01-04,1,3
1128,GME,2021-01-05,1,5
1335,GME,2021-01-06,1,1
1320,GME,2021-01-07,1,1
1321,GME,2021-01-08,1,1
1168,GME,2021-01-09,1,3
1117,GME,2021-01-10,1,7
1114,GME,2021-01-11,1,8
1182,GME,2021-01-12,1,2
1087,GME,2021-01-13,1,26
1084,GME,2021-01-14,1,30
1077,GME,2021-01-15,1,45
1098,GME,2021-01-16,1,15
1096,GME,2021-01-17,1,18
1089,GME,2021-01-18,1,24
1081,GME,2021-01-19,1,36
1090,GME,2021-01-20,1,23
1085,GME,2021-01-21,1,29
1079,GME,2021-01-22,1,39
1082,GME,2021-01-23,1,31
1091,GME,2021-01-24,1,22
1080,GME,2021-01-25,1,39
1118,GME,2021-01-26,1,7
1078,GME,2021-01-27,1,44
1072,GME,2021-01-28,1,124
1070,GME,2021-01-29,1,137
1073,GME,2021-01-30,1,104
1075,GME,2021-01-31,1,74
1071,GME,2021-02-01,1,131
1074,GME,2021-02-02,1,103
1076,GME,2021-02-03,1,64
1083,GME,2021-02-04,1,30
1167,GME,2021-02-07,1,3
1122,GME,2021-02-08,1,6
1115,GME,2021-02-09,1,7
1125,GME,2021-02-10,1,5
1147,GME,2021-02-11,1,4
1170,GME,2021-02-12,1,3
1124,GME,2021-02-13,1,5
1203,GME,2021-02-14,1,2
1169,GME,2021-02-15,1,3
1199,GME,2021-02-17,1,2
1103,GME,2021-02-18,1,10
1322,GME,2021-02-19,1,1
1123,GME,2021-02-20,1,5
1166,GME,2021-02-21,1,3
1110,GME,2021-02-22,1,8
1323,GME,2021-02-23,1,1
1137,GME,2021-02-24,1,5
1094,GME,2021-02-25,1,19
1097,GME,2021-02-26,1,17
1109,GME,2021-02-27,1,9
1135,GME,2021-03-02,1,5
1100,GME,2021-03-03,1,13
1105,GME,2021-03-04,1,10
1172,GME,2021-03-07,1,3
1088,GME,2021-03-08,1,24
1086,GME,2021-03-09,1,26
1093,GME,2021-03-10,1,21
1092,GME,2021-03-11,1,21
1101,GME,2021-03-12,1,12
1106,GME,2021-03-13,1,10
1130,GME,2021-03-14,1,5
1095,GME,2021-03-15,1,18
1104,GME,2021-03-16,1,10
1134,GME,2021-03-17,1,5
1146,GME,2021-03-27,1,4
1152,GME,2021-03-29,1,3
1153,GME,2021-03-30,1,3
1324,GME,2021-03-31,1,1
1116,GME,2021-04-01,1,7
1325,GME,2021-04-03,1,1
1326,GME,2021-04-04,1,1
1204,GME,2021-04-05,1,2
1327,GME,2021-04-06,1,1
1328,GME,2021-04-07,1,1
1154,GME,2021-04-08,1,3
1133,GME,2021-04-09,1,5
1145,GME,2021-04-14,1,4
1144,GME,2021-04-15,1,4
1132,GME,2021-04-16,1,5
1155,GME,2021-04-17,1,3
1206,GME,2021-04-18,1,2
1207,GME,2021-04-19,1,2
1208,GME,2021-04-20,1,2
1209,GME,2021-04-21,1,2
1329,GME,2021-04-23,1,1
1143,GME,2021-04-26,1,4
1210,GME,2021-04-28,1,2
1211,GME,2021-04-30,1,2
1330,GME,2021-05-02,1,1
1205,GME,2021-05-06,1,2
1198,GME,2021-05-07,1,2
1142,GME,2021-05-13,1,4
1331,GME,2021-05-14,1,1
1195,GME,2021-05-17,1,2
1196,GME,2021-05-18,1,2
1156,GME,2021-05-21,1,3
1332,GME,2021-05-23,1,1
1333,GME,2021-05-24,1,1
1131,GME,2021-05-25,1,5
1141,GME,2021-05-26,1,4
1334,GME,2021-05-27,1,1
1197,GME,2021-05-28,1,2
1319,GME,2021-05-29,1,1
1318,GME,2021-06-01,1,1
1200,GME,2021-06-02,1,2
1263,GME,2021-06-03,1,1
1201,GME,2021-06-08,1,2
1202,GME,2021-06-09,1,2
1317,GME,2021-06-10,1,1
1212,GME,2021-06-15,1,2
1218,GME,2021-06-16,1,2
1265,GME,2021-06-21,1,1
1219,GME,2021-06-22,1,2
1266,GME,2021-06-26,1,1
1267,GME,2021-07-01,1,1
1220,GME,2021-07-05,1,2
1268,GME,2021-07-06,1,1
1221,GME,2021-07-14,1,2
1269,GME,2021-07-16,1,1
1270,GME,2021-07-19,1,1
1222,GME,2021-07-20,1,2
1271,GME,2021-07-26,1,1
1272,GME,2021-08-01,1,1
1273,GME,2021-08-07,1,1
1274,GME,2021-08-08,1,1
1275,GME,2021-08-20,1,1
1140,GME,2021-08-23,1,4
1223,GME,2021-08-24,1,2
1276,GME,2021-08-25,1,1
1224,GME,2021-08-26,1,2
1225,GME,2021-09-01,1,2
1277,GME,2021-09-02,1,1
1278,GME,2021-09-06,1,1
1279,GME,2021-09-07,1,1
1264,GME,2021-09-08,1,1
1226,GME,2021-09-09,1,2
1227,GME,2021-09-11,1,2
1262,GME,2021-09-17,1,1
1228,GME,2021-09-28,1,2
1245,GME,2021-10-02,1,1
1261,GME,2021-10-03,1,1
1246,GME,2021-10-06,1,1
1247,GME,2021-10-12,1,1
1248,GME,2021-10-28,1,1
1249,GME,2021-11-01,1,1
1250,GME,2021-11-02,1,1
1139,GME,2021-11-03,1,4
1251,GME,2021-11-12,1,1
1252,GME,2021-11-16,1,1
1253,GME,2021-11-22,1,1
1213,GME,2021-11-29,1,2
1254,GME,2021-12-02,1,1
1255,GME,2021-12-08,1,1
1256,GME,2021-12-11,1,1
1257,GME,2021-12-15,1,1
1258,GME,2021-12-19,1,1
1259,GME,2021-12-21,1,1
1214,GME,2021-12-30,1,2
1260,GME,2022-01-05,1,1
1121,GME,2022-01-06,1,6
1136,GME,2022-01-07,1,5
1280,GME,2022-01-09,1,1
1215,GME,2022-01-10,1,2
1216,GME,2022-01-12,1,2
1281,GME,2022-01-14,1,1
1282,GME,2022-01-18,1,1
1283,GME,2022-01-20,1,1
1217,GME,2022-01-21,1,2
1303,GME,2022-01-26,1,1
1304,GME,2022-01-27,1,1
1305,GME,2022-02-08,1,1
1175,GME,2022-03-16,1,2
1306,GME,2022-03-19,1,1
1174,GME,2022-03-21,1,2
1119,GME,2022-03-22,1,6
1159,GME,2022-03-23,1,3
1160,GME,2022-03-24,1,3
1138,GME,2022-03-25,1,4
1307,GME,2022-03-26,1,1
1161,GME,2022-03-27,1,3
1149,GME,2022-03-28,1,4
1181,GME,2022-03-29,1,2
1308,GME,2022-03-30,1,1
1302,GME,2022-03-31,1,1
1309,GME,2022-04-01,1,1
1311,GME,2022-04-03,1,1
1312,GME,2022-04-04,1,1
1313,GME,2022-04-11,1,1
1176,GME,2022-04-19,1,2
1314,GME,2022-04-24,1,1
1177,GME,2022-04-25,1,2
1173,GME,2022-04-26,1,2
1315,GME,2022-04-28,1,1
1316,GME,2022-04-29,1,1
1180,GME,2022-05-13,1,2
1310,GME,2022-05-15,1,1
1301,GME,2022-05-20,1,1
1300,GME,2022-05-23,1,1
1299,GME,2022-05-24,1,1
1151,GME,2022-05-25,1,4
1183,GME,2022-05-26,1,2
1284,GME,2022-05-27,1,1
1285,GME,2022-05-30,1,1
1286,GME,2022-06-01,1,1
1287,GME,2022-06-08,1,1
1288,GME,2022-06-09,1,1
1289,GME,2022-06-21,1,1
1290,GME,2022-07-03,1,1
1291,GME,2022-07-06,1,1
1292,GME,2022-07-07,1,1
1293,GME,2022-07-17,1,1
1294,GME,2022-07-18,1,1
1185,GME,2022-07-19,1,2
1295,GME,2022-07-21,1,1
1296,GME,2022-07-22,1,1
1297,GME,2022-07-27,1,1
1298,GME,2022-08-02,1,1
1244,GME,2022-08-04,1,1
1243,GME,2022-08-07,1,1
1189,GME,2022-08-08,1,2
1157,GME,2022-08-13,1,3
1231,GME,2022-08-16,1,1
1150,GME,2022-08-17,1,4
1242,GME,2022-08-18,1,1
1232,GME,2022-08-21,1,1
1158,GME,2022-08-22,1,3
1233,GME,2022-08-23,1,1
1190,GME,2022-09-07,1,2
1191,GME,2022-09-16,1,2
1234,GME,2022-09-17,1,1
1235,GME,2022-09-19,1,1
1236,GME,2022-09-20,1,1
1192,GME,2022-09-21,1,2
1237,GME,2022-10-07,1,1
1238,GME,2022-10-22,1,1
1229,GME,2022-10-25,1,2
1230,GME,2022-10-28,1,2
1239,GME,2022-10-31,1,1
1240,GME,2022-11-03,1,1
1241,GME,2022-11-09,1,1
1351,GMED,2021-02-25,1,1
1352,GNE,2021-01-27,1,1
1353,GNUS,2021-01-28,1,1
1354,GNUS,2021-03-30,1,1
1362,GOEV,2021-01-11,1,2
1358,GOEV,2021-01-13,1,2
1357,GOEV,2021-01-22,1,3
1359,GOEV,2021-05-14,1,2
1360,GOEV,2021-06-11,1,2
1367,GOEV,2021-06-15,1,1
1361,GOEV,2021-06-23,1,2
1366,GOEV,2021-06-30,1,1
1365,GOEV,2021-09-22,1,1
1356,GOEV,2021-09-23,1,3
1355,GOEV,2021-09-24,1,4
1363,GOEV,2021-11-15,1,1
1364,GOEV,2021-11-29,1,1
1368,GOGO,2021-06-16,1,1
1370,GOLD,2020-01-03,1,1
1369,GOLD,2020-08-14,1,2
1371,GOOG,2021-09-14,1,1
1372,GOOG,2022-11-14,1,1
1373,GOOGL,2021-10-27,1,1
1374,GOOGL,2022-07-07,1,1
1375,GPRO,2019-08-22,1,1
1376,GRVY,2020-11-23,1,1
1377,GRVY,2020-11-27,1,1
1378,GRWG,2021-01-12,1,1
1379,GSAT,2021-06-21,1,2
1380,GT,2022-07-29,1,1
1381,HD,2020-03-27,1,1
1382,HD,2021-01-04,1,1
1383,HEAR,2021-02-01,1,1
1384,HES,2022-03-24,1,1
1385,HIMS,2021-02-15,1,1
1386,HIMX,2021-04-17,1,1
1387,HIMX,2021-11-29,1,1
1388,HIMX,2021-12-28,1,1
1389,HKD,2022-09-04,1,1
1390,HOOD,2021-08-01,1,1
1391,HOOD,2021-08-04,1,1
1392,HOOD,2021-12-29,1,1
1393,HOOD,2022-04-30,1,1
1394,HOOD,2022-06-24,1,1
1395,HOPE,2020-03-04,1,1
1396,HR,2020-12-11,1,1
1397,HTZ,2020-05-22,1,1
1398,HTZ,2020-05-27,1,1
1399,HTZ,2020-05-30,1,1
1402,HUT,2021-06-15,1,1
1403,HUT,2021-08-11,1,1
1404,HUT,2021-09-03,1,1
1401,HUT,2021-09-04,1,1
1400,HUT,2021-10-11,1,1
1406,HUYA,2020-05-18,1,1
1405,HUYA,2021-06-08,1,1
1407,HYLN,2021-02-11,1,1
1408,HYZN,2021-08-22,1,1
1409,IAA,2021-09-08,1,1
1410,IBKR,2020-12-12,1,1
1411,IBKR,2021-01-16,1,1
1412,IBKR,2021-01-23,1,1
1413,IBKR,2021-01-24,1,1
1414,IBM,2021-02-21,1,1
1415,ICE,2021-01-10,1,1
1416,ICE,2022-02-09,1,1
1417,ICU,2021-02-01,1,1
1418,IE,2022-08-05,1,1
1419,IHS,2020-05-14,1,1
1420,III,2022-08-17,1,1
1426,INO,2020-03-08,1,1
1425,INO,2021-01-27,1,1
1424,INO,2021-05-07,1,1
1423,INO,2021-06-09,1,1
1422,INO,2021-11-22,1,1
1421,INO,2021-11-28,1,1
1427,INTC,2019-04-28,1,1
1428,INTC,2021-01-30,1,1
1429,INTC,2022-01-16,1,1
1431,IP,2021-01-23,1,1
1432,IP,2021-04-28,1,1
1433,IP,2021-08-05,1,1
1430,IP,2021-11-16,1,2
1434,IRL,2020-08-19,1,1
1436,IRNT,2021-09-14,1,3
1435,IRNT,2021-09-15,1,10
1438,IRNT,2021-09-16,1,1
1437,IRNT,2021-09-17,1,2
1439,ITCI,2019-12-21,1,1
1440,ITCI,2019-12-24,1,1
1441,ITUB,2021-06-16,1,5
1442,ITUB,2021-06-17,1,1
1443,JD,2021-01-28,1,1
1444,JNJ,2019-07-16,1,1
1445,JNJ,2019-08-26,1,1
1448,JPM,2021-06-24,1,1
1447,JPM,2021-11-22,1,1
1446,JPM,2022-03-16,1,1
1449,KBH,2021-06-24,1,1
1450,KC,2021-09-24,1,1
1451,KGC,2019-08-08,1,1
1452,KGC,2020-02-24,1,1
1453,KO,2022-04-27,1,1
1454,KO,2022-04-28,1,1
1455,KODK,2020-11-14,1,1
1456,KSS,2019-08-15,1,1
1457,KTOS,2021-01-12,1,2
1458,LAC,2021-05-30,1,1
1459,LAC,2021-08-07,1,1
1460,LADR,2021-07-03,1,1
1461,LC,2021-10-28,1,1
1464,LCID,2021-07-25,1,1
1462,LCID,2021-07-26,1,3
1465,LCID,2021-07-27,1,1
1466,LCID,2021-07-29,1,1
1467,LCID,2021-08-24,1,1
1463,LCID,2021-09-21,1,2
1469,LCID,2021-09-22,1,1
1468,LCID,2021-10-28,1,1
1470,LCID,2021-11-15,1,1
1471,LCID,2021-11-16,1,1
1472,LCID,2021-11-19,1,1
1473,LCID,2021-11-27,1,1
1474,LEN,2021-06-22,1,1
1475,LESL,2021-06-16,1,1
1476,LEVI,2021-07-12,1,1
1482,LFG,2021-02-02,1,1
1483,LFG,2021-06-05,1,1
1484,LFG,2021-06-11,1,1
1485,LFG,2021-06-17,1,1
1486,LFG,2021-07-06,1,1
1487,LFG,2021-09-05,1,1
1488,LFG,2021-09-12,1,1
1489,LFG,2021-11-13,1,1
1490,LFG,2022-08-05,1,1
1491,LFG,2022-08-07,1,1
1481,LFG,2022-08-08,1,1
